Student{name='Иля', secondName='Второй', midleName='Герасимович', FIO='Иля Второй Герасимович', assessment=9.999121669888897}
Student{name='Алина', secondName='Восьмой', midleName='Cергеевич', FIO='Алина Восьмой Cергеевич', assessment=9.04645258783828}
Student{name='Кирилл', secondName='Первый', midleName='Викторович', FIO='Кирилл Первый Викторович', assessment=9.046096323537075}
Student{name='Смоук', secondName='Восьмой', midleName='Никитич', FIO='Смоук Восьмой Никитич', assessment=9.046010006537461}
Student{name='Смоук', secondName='Второй', midleName='Cергеевич', FIO='Смоук Второй Cергеевич', assessment=9.045805791395594}
Student{name='Буся', secondName='Третий', midleName='Абрамович', FIO='Буся Третий Абрамович', assessment=9.045770140972644}
Student{name='Полина', secondName='Восьмой', midleName='Cергеевич', FIO='Полина Восьмой Cергеевич', assessment=9.045144200109533}
Student{name='Алина', secondName='Седьмой', midleName='Викторович', FIO='Алина Седьмой Викторович', assessment=9.044317732173559}
Student{name='Смоук', secondName='Третий', midleName='Ильич', FIO='Смоук Третий Ильич', assessment=9.044017721024375}
Student{name='Кирилл', secondName='Третий', midleName='Абрамович', FIO='Кирилл Третий Абрамович', assessment=9.043862304700795}
Student{name='Полина', secondName='Восьмой', midleName='Инокентьевич', FIO='Полина Восьмой Инокентьевич', assessment=9.041761084227858}
Student{name='Ваня', secondName='Седьмой', midleName='Герасимович', FIO='Ваня Седьмой Герасимович', assessment=9.040685588108637}
Student{name='Буся', secondName='Восьмой', midleName='Инокентьевич', FIO='Буся Восьмой Инокентьевич', assessment=9.040389139339624}
Student{name='Аркадий', secondName='Четвертый', midleName='Ильич', FIO='Аркадий Четвертый Ильич', assessment=9.038367791072345}
Student{name='Вика', secondName='Седьмой', midleName='Никитич', FIO='Вика Седьмой Никитич', assessment=9.03815132306337}
Student{name='Смоук', secondName='Седьмой', midleName='Инокентьевич', FIO='Смоук Седьмой Инокентьевич', assessment=9.033706382033241}
Student{name='Кирилл', secondName='Третий', midleName='Абрамович', FIO='Кирилл Третий Абрамович', assessment=9.03330177513557}
Student{name='Буся', secondName='Пятый', midleName='Абрамович', FIO='Буся Пятый Абрамович', assessment=9.031027624238433}
Student{name='Аркадий', secondName='Четвертый', midleName='Герасимович', FIO='Аркадий Четвертый Герасимович', assessment=9.030549845609332}
Student{name='Полина', secondName='Четвертый', midleName='Cергеевич', FIO='Полина Четвертый Cергеевич', assessment=9.030268742987179}
Student{name='Буся', secondName='Второй', midleName='Инокентьевич', FIO='Буся Второй Инокентьевич', assessment=9.029390574118619}
Student{name='Буся', secondName='Восьмой', midleName='Инокентьевич', FIO='Буся Восьмой Инокентьевич', assessment=9.028032073813124}
Student{name='Иля', secondName='Пятый', midleName='Никитич', FIO='Иля Пятый Никитич', assessment=9.028011742369138}
Student{name='Болт', secondName='Девятый', midleName='Инокентьевич', FIO='Болт Девятый Инокентьевич', assessment=9.027716861839577}
Student{name='Смоук', secondName='Второй', midleName='Cергеевич', FIO='Смоук Второй Cергеевич', assessment=9.027512560550381}
Student{name='Иля', secondName='Второй', midleName='Ильич', FIO='Иля Второй Ильич', assessment=9.027495089560144}
Student{name='Смоук', secondName='Пятый', midleName='Ильич', FIO='Смоук Пятый Ильич', assessment=9.026729157098028}
Student{name='Иля', secondName='Второй', midleName='Герасимович', FIO='Иля Второй Герасимович', assessment=9.025906818873842}
Student{name='Ваня', secondName='Восьмой', midleName='Герасимович', FIO='Ваня Восьмой Герасимович', assessment=9.025853238016483}
Student{name='Болт', secondName='Девятый', midleName='Ильич', FIO='Болт Девятый Ильич', assessment=9.02328691467304}
Student{name='Аркадий', secondName='Девятый', midleName='Викторович', FIO='Аркадий Девятый Викторович', assessment=9.023247650970601}
Student{name='Болт', secondName='Шестой', midleName='Никитич', FIO='Болт Шестой Никитич', assessment=9.022873480625304}
Student{name='Алина', secondName='Седьмой', midleName='Абрамович', FIO='Алина Седьмой Абрамович', assessment=9.022264271599965}
Student{name='Кирилл', secondName='Третий', midleName='Ильич', FIO='Кирилл Третий Ильич', assessment=9.021623333650956}
Student{name='Алина', secondName='Второй', midleName='Ильич', FIO='Алина Второй Ильич', assessment=9.021484860633832}
Student{name='Аркадий', secondName='Четвертый', midleName='Никитич', FIO='Аркадий Четвертый Никитич', assessment=9.020359214690982}
Student{name='Аркадий', secondName='Третий', midleName='Герасимович', FIO='Аркадий Третий Герасимович', assessment=9.020250655376488}
Student{name='Кирилл', secondName='Седьмой', midleName='Cергеевич', FIO='Кирилл Седьмой Cергеевич', assessment=9.018609509144596}
Student{name='Смоук', secondName='Первый', midleName='Абрамович', FIO='Смоук Первый Абрамович', assessment=9.018415558730247}
Student{name='Полина', secondName='Седьмой', midleName='Абрамович', FIO='Полина Седьмой Абрамович', assessment=9.016522202657557}
Student{name='Полина', secondName='Пятый', midleName='Никитич', FIO='Полина Пятый Никитич', assessment=9.01573799143885}
Student{name='Смоук', secondName='Восьмой', midleName='Абрамович', FIO='Смоук Восьмой Абрамович', assessment=9.014940442719544}
Student{name='Болт', secondName='Третий', midleName='Абрамович', FIO='Болт Третий Абрамович', assessment=9.014594375528658}
Student{name='Буся', secondName='Девятый', midleName='Герасимович', FIO='Буся Девятый Герасимович', assessment=9.014406331481124}
Student{name='Ваня', secondName='Девятый', midleName='Герасимович', FIO='Ваня Девятый Герасимович', assessment=9.012719239375947}
Student{name='Кирилл', secondName='Восьмой', midleName='Абрамович', FIO='Кирилл Восьмой Абрамович', assessment=9.012597362905813}
Student{name='Аркадий', secondName='Четвертый', midleName='Cергеевич', FIO='Аркадий Четвертый Cергеевич', assessment=9.012266114400967}
Student{name='Буся', secondName='Девятый', midleName='Cергеевич', FIO='Буся Девятый Cергеевич', assessment=9.01203486390198}
Student{name='Ваня', secondName='Второй', midleName='Cергеевич', FIO='Ваня Второй Cергеевич', assessment=9.012018339901042}
Student{name='Полина', secondName='Первый', midleName='Ильич', FIO='Полина Первый Ильич', assessment=9.011538075928462}
Student{name='Аркадий', secondName='Шестой', midleName='Викторович', FIO='Аркадий Шестой Викторович', assessment=9.009591690766168}
Student{name='Смоук', secondName='Восьмой', midleName='Ильич', FIO='Смоук Восьмой Ильич', assessment=9.008532020028689}
Student{name='Полина', secondName='Восьмой', midleName='Инокентьевич', FIO='Полина Восьмой Инокентьевич', assessment=9.007186545880021}
Student{name='Аркадий', secondName='Первый', midleName='Ильич', FIO='Аркадий Первый Ильич', assessment=9.006889778967622}
Student{name='Аркадий', secondName='Восьмой', midleName='Cергеевич', FIO='Аркадий Восьмой Cергеевич', assessment=9.005817963369765}
